antecedent_symbol,interval_label,count
DIA,cruce,2
EEM,cruce,1
GOOGL,cruce,2
IWM,cruce,1
SHY,cruce,1
SPY,cruce,1
UUP,cruce,1
WMT,cruce,2
XLE,cruce,1
XLK,cruce,1
