antecedent_symbol,interval_label,count
AAPL,cruce,1
CPB,cruce,1
DIA,cruce,5
EEM,cruce,1
EWP,cruce,1
GOOGL,cruce,6
HYG,cruce,4
MSFT,cruce,4
MU,cruce,2
NVDA,cruce,3
SAP,cruce,2
SPY,cruce,1
TLT,cruce,1
WMT,cruce,3
XLE,cruce,2
XLF,cruce,1
XLK,cruce,5
XOM,cruce,1
